"lon","lat"
-71.7526,-0.16851
-71.3034,-0.16851
-70.8543,-0.16851
-70.4051,-0.16851
-69.956,-0.16851
-69.5068,-0.16851
-69.0576,-0.16851
-68.6085,-0.16851
-68.1593,-0.16851
-67.7102,-0.16851
-67.261,-0.16851
-66.8118,-0.16851
-66.3627,-0.16851
-65.9135,-0.16851
-65.4644,-0.16851
-65.0152,-0.16851
-64.566,-0.16851
-64.1169,-0.16851
-63.6677,-0.16851
-63.2186,-0.16851
-62.7694,-0.16851
-62.3202,-0.16851
-61.8711,-0.16851
-61.4219,-0.16851
-60.9728,-0.16851
-60.5236,-0.16851
-60.0744,-0.16851
-59.6253,-0.16851
-59.1761,-0.16851
-58.727,-0.16851
-58.2778,-0.16851
-57.8287,-0.16851
-57.3795,-0.16851
-56.9303,-0.16851
-56.4812,-0.16851
-56.032,-0.16851
-55.5829,-0.16851
-55.1337,-0.16851
-54.6845,-0.16851
-54.2354,-0.16851
-53.7862,-0.16851
-53.3371,-0.16851
-52.8879,-0.16851
-52.4387,-0.16851
-51.9896,-0.16851
-51.5404,-0.16851
-50.1929,-0.16851
-49.2946,-0.16851
9.5453,-0.16851
9.9944,-0.16851
10.4436,-0.16851
10.8927,-0.16851
11.3419,-0.16851
11.7911,-0.16851
12.2402,-0.16851
12.6894,-0.16851
13.1385,-0.16851
13.5877,-0.16851
14.0368,-0.16851
14.486,-0.16851
14.9352,-0.16851
15.3843,-0.16851
15.8335,-0.16851
16.2826,-0.16851
16.7318,-0.16851
17.181,-0.16851
17.6301,-0.16851
18.0793,-0.16851
18.5284,-0.16851
18.9776,-0.16851
19.4268,-0.16851
19.8759,-0.16851
20.3251,-0.16851
20.7742,-0.16851
21.2234,-0.16851
21.6726,-0.16851
22.1217,-0.16851
22.5709,-0.16851
23.02,-0.16851
23.4692,-0.16851
23.9184,-0.16851
24.3675,-0.16851
24.8167,-0.16851
25.2658,-0.16851
25.715,-0.16851
26.1642,-0.16851
26.6133,-0.16851
27.0625,-0.16851
27.5116,-0.16851
27.9608,-0.16851
28.4099,-0.16851
28.8591,-0.16851
29.3083,-0.16851
29.7574,-0.16851
30.2066,-0.16851
30.6557,-0.16851
31.1049,-0.16851
31.5541,-0.16851
32.0032,-0.16851
32.4524,-0.16851
32.9015,-0.16851
33.3507,-0.16851
33.7999,-0.16851
34.249,-0.16851
34.6982,-0.16851
35.1473,-0.16851
35.5965,-0.16851
36.0457,-0.16851
36.4948,-0.16851
36.944,-0.16851
37.3931,-0.16851
37.8423,-0.16851
38.2915,-0.16851
38.7406,-0.16851
39.1898,-0.16851
39.6389,-0.16851
40.0881,-0.16851
40.5373,-0.16851
40.9864,-0.16851
41.4356,-0.16851
41.8847,-0.16851
42.3339,-0.16851
99.8263,-0.16851
100.2754,-0.16851
100.7246,-0.16851
101.1738,-0.16851
101.6229,-0.16851
102.0721,-0.16851
102.5212,-0.16851
102.9704,-0.16851
103.4196,-0.16851
109.2586,-0.16851
109.7078,-0.16851
110.157,-0.16851
110.6061,-0.16851
111.0553,-0.16851
111.5044,-0.16851
111.9536,-0.16851
112.4028,-0.16851
112.8519,-0.16851
113.3011,-0.16851
113.7502,-0.16851
114.1994,-0.16851
114.6485,-0.16851
115.0977,-0.16851
115.5469,-0.16851
115.996,-0.16851
116.4452,-0.16851
116.8943,-0.16851
117.3435,-0.16851
120.0385,-0.16851
127.6742,-0.16851
130.3691,-0.16851
130.8183,-0.16851
131.2674,-0.16851
-94.8412,79.66938
-92.3366,79.66938
-89.8319,79.66938
-87.3272,79.66938
-84.8226,79.66938
-82.3179,79.66938
-79.8132,79.66938
-77.3085,79.66938
-74.8039,79.66938
-72.2992,79.66938
-64.7852,79.66938
-62.2805,79.66938
-59.7759,79.66938
-57.2712,79.66938
-54.7665,79.66938
-52.2618,79.66938
-49.7572,79.66938
-47.2525,79.66938
-44.7478,79.66938
-42.2432,79.66938
-39.7385,79.66938
-37.2338,79.66938
-34.7292,79.66938
-32.2245,79.66938
-29.7198,79.66938
-27.2152,79.66938
-24.7105,79.66938
-22.2058,79.66938
-19.7011,79.66938
12.8596,79.66938
17.8689,79.66938
22.8782,79.66938
25.3829,79.66938
93.009,79.66938
95.5137,79.66938
98.0183,79.66938
-105.5545,79.22022
-103.1531,79.22022
-88.7443,79.22022
-86.3428,79.22022
-83.9413,79.22022
-81.5399,79.22022
-79.1384,79.22022
-76.7369,79.22022
-64.7296,79.22022
-62.3281,79.22022
-59.9267,79.22022
-57.5252,79.22022
-55.1237,79.22022
-52.7223,79.22022
-50.3208,79.22022
-47.9193,79.22022
-45.5179,79.22022
-43.1164,79.22022
-40.7149,79.22022
-38.3135,79.22022
-35.912,79.22022
-33.5105,79.22022
-31.1091,79.22022
-28.7076,79.22022
-26.3061,79.22022
-23.9047,79.22022
-21.5032,79.22022
-19.1017,79.22022
12.1173,79.22022
14.5188,79.22022
16.9203,79.22022
24.1247,79.22022
96.1687,79.22022
98.5701,79.22022
-103.8832,78.77106
-101.5767,78.77106
-92.3504,78.77106
-90.0438,78.77106
-87.7373,78.77106
-85.4307,78.77106
-80.8176,78.77106
-78.511,78.77106
-76.2044,78.77106
-69.2847,78.77106
-66.9782,78.77106
-64.6716,78.77106
-62.365,78.77106
-60.0584,78.77106
-57.7519,78.77106
-55.4453,78.77106
-53.1387,78.77106
-50.8322,78.77106
-48.5256,78.77106
-46.219,78.77106
-43.9125,78.77106
-41.6059,78.77106
-39.2993,78.77106
-36.9928,78.77106
-34.6862,78.77106
-32.3796,78.77106
-30.0731,78.77106
-27.7665,78.77106
-25.4599,78.77106
-23.1534,78.77106
13.7517,78.77106
16.0583,78.77106
18.3649,78.77106
20.6714,78.77106
101.4013,78.77106
103.7079,78.77106
-111.2105,78.32191
-104.5535,78.32191
-102.3344,78.32191
-100.1154,78.32191
-97.8964,78.32191
-95.6774,78.32191
-91.2394,78.32191
-89.0203,78.32191
-86.8013,78.32191
-84.5823,78.32191
-82.3633,78.32191
-80.1443,78.32191
-77.9253,78.32191
-75.7062,78.32191
-71.2682,78.32191
-69.0492,78.32191
-66.8302,78.32191
-64.6112,78.32191
-62.3921,78.32191
-60.1731,78.32191
-57.9541,78.32191
-55.7351,78.32191
-53.5161,78.32191
-51.2971,78.32191
-49.0781,78.32191
-46.859,78.32191
-44.64,78.32191
-42.421,78.32191
-40.202,78.32191
-37.983,78.32191
-35.764,78.32191
-33.5449,78.32191
-31.3259,78.32191
-29.1069,78.32191
-26.8879,78.32191
-24.6689,78.32191
-22.4499,78.32191
13.0544,78.32191
17.4924,78.32191
101.815,78.32191
104.0341,78.32191
-113.7222,77.87275
-111.5842,77.87275
-96.6182,77.87275
-83.7903,77.87275
-81.6523,77.87275
-79.5143,77.87275
-70.9623,77.87275
-68.8243,77.87275
-66.6863,77.87275
-64.5483,77.87275
-62.4103,77.87275
-60.2723,77.87275
-58.1343,77.87275
-55.9964,77.87275
-53.8584,77.87275
-51.7204,77.87275
-49.5824,77.87275
-47.4444,77.87275
-45.3064,77.87275
-43.1684,77.87275
-41.0304,77.87275
-38.8924,77.87275
-36.7544,77.87275
-34.6164,77.87275
-32.4784,77.87275
-30.3404,77.87275
-28.2024,77.87275
-26.0644,77.87275
-23.9264,77.87275
-21.7884,77.87275
-19.6505,77.87275
14.5574,77.87275
16.6954,77.87275
23.1094,77.87275
-116.0531,77.42359
-111.9275,77.42359
-87.1739,77.42359
-83.0483,77.42359
-80.9855,77.42359
-78.9227,77.42359
-72.7343,77.42359
-66.5459,77.42359
-64.4831,77.42359
-62.4203,77.42359
-60.3575,77.42359
-58.2947,77.42359
-56.2319,77.42359
-54.1691,77.42359
-52.1063,77.42359
-50.0435,77.42359
-47.9807,77.42359
-45.9178,77.42359
-43.855,77.42359
-41.7922,77.42359
-39.7294,77.42359
-37.6666,77.42359
-35.6038,77.42359
-33.541,77.42359
-31.4782,77.42359
-29.4154,77.42359
-27.3526,77.42359
-25.2898,77.42359
-23.227,77.42359
-21.1642,77.42359
15.9662,77.42359
102.6039,77.42359
104.6667,77.42359
-118.222,76.97443
-116.2292,76.97443
-96.3008,76.97443
-94.308,76.97443
-88.3294,76.97443
-86.3366,76.97443
-84.3438,76.97443
-82.3509,76.97443
-80.3581,76.97443
-78.3653,76.97443
-70.3939,76.97443
-68.4011,76.97443
-66.4082,76.97443
-64.4154,76.97443
-62.4225,76.97443
-60.4297,76.97443
-58.4369,76.97443
-56.444,76.97443
-54.4512,76.97443
-52.4584,76.97443
-50.4655,76.97443
-48.4727,76.97443
-46.4798,76.97443
-44.487,76.97443
-42.4942,76.97443
-40.5013,76.97443
-38.5085,76.97443
-36.5156,76.97443
-34.5228,76.97443
-32.53,76.97443
-30.5371,76.97443
-28.5443,76.97443
-26.5515,76.97443
-24.5586,76.97443
-22.5658,76.97443
-20.5729,76.97443
-18.5801,76.97443
17.291,76.97443
102.983,76.97443
104.9759,76.97443
106.9687,76.97443
-120.2451,76.52528
-114.4623,76.52528
-108.6796,76.52528
-100.9693,76.52528
-97.1141,76.52528
-95.1865,76.52528
-93.2589,76.52528
-91.3314,76.52528
-89.4038,76.52528
-87.4762,76.52528
-85.5486,76.52528
-83.6211,76.52528
-81.6935,76.52528
-79.7659,76.52528
-68.2004,76.52528
-66.2728,76.52528
-64.3453,76.52528
-62.4177,76.52528
-60.4901,76.52528
-58.5625,76.52528
-56.6349,76.52528
-54.7074,76.52528
-52.7798,76.52528
-50.8522,76.52528
-48.9246,76.52528
-46.9971,76.52528
-45.0695,76.52528
-43.1419,76.52528
-41.2143,76.52528
-39.2867,76.52528
-37.3592,76.52528
-35.4316,76.52528
-33.504,76.52528
-31.5764,76.52528
-29.6488,76.52528
-27.7213,76.52528
-25.7937,76.52528
-23.8661,76.52528
-21.9385,76.52528
16.6131,76.52528
66.7301,76.52528
68.6577,76.52528
95.6438,76.52528
101.4265,76.52528
103.3541,76.52528
105.2817,76.52528
107.2093,76.52528
109.1368,76.52528
111.0644,76.52528
-122.1364,76.07612
-120.2698,76.07612
-116.5366,76.07612
-114.6701,76.07612
-112.8035,76.07612
-109.0704,76.07612
-103.4707,76.07612
-101.6041,76.07612
-99.7375,76.07612
-97.871,76.07612
-92.2712,76.07612
-90.4047,76.07612
-79.2053,76.07612
-68.0058,76.07612
-66.1393,76.07612
-62.4061,76.07612
-60.5396,76.07612
-58.673,76.07612
-56.8064,76.07612
-54.9399,76.07612
-53.0733,76.07612
-51.2067,76.07612
-49.3402,76.07612
-47.4736,76.07612
-45.607,76.07612
-43.7404,76.07612
-41.8739,76.07612
-40.0073,76.07612
-38.1407,76.07612
-36.2742,76.07612
-34.4076,76.07612
-32.541,76.07612
-30.6745,76.07612
-28.8079,76.07612
-26.9413,76.07612
-25.0748,76.07612
-23.2082,76.07612
-21.3416,76.07612
62.654,76.07612
64.5206,76.07612
66.3871,76.07612
94.3857,76.07612
96.2523,76.07612
98.1188,76.07612
99.9854,76.07612
101.852,76.07612
103.7185,76.07612
105.5851,76.07612
107.4517,76.07612
109.3182,76.07612
111.1848,76.07612
113.0514,76.07612
139.1833,76.07612
141.0499,76.07612
-118.48,75.62696
-116.6706,75.62696
-114.8612,75.62696
-113.0518,75.62696
-107.6236,75.62696
-105.8142,75.62696
-102.1953,75.62696
-100.3859,75.62696
-98.5765,75.62696
-96.7671,75.62696
-94.9577,75.62696
-91.3389,75.62696
-89.5295,75.62696
-84.1012,75.62696
-82.2918,75.62696
-80.4824,75.62696
-56.9601,75.62696
-55.1506,75.62696
-53.3412,75.62696
-51.5318,75.62696
-49.7224,75.62696
-47.913,75.62696
-46.1036,75.62696
-44.2942,75.62696
-42.4848,75.62696
-40.6754,75.62696
-38.8659,75.62696
-37.0565,75.62696
-35.2471,75.62696
-33.4377,75.62696
-31.6283,75.62696
-29.8189,75.62696
-28.0095,75.62696
-26.2001,75.62696
-24.3907,75.62696
-22.5812,75.62696
-20.7718,75.62696
58.8422,75.62696
60.6517,75.62696
62.4611,75.62696
91.4116,75.62696
93.2211,75.62696
95.0305,75.62696
96.8399,75.62696
98.6493,75.62696
100.4587,75.62696
102.2681,75.62696
104.0775,75.62696
105.8869,75.62696
107.6963,75.62696
109.5057,75.62696
111.3152,75.62696
113.1246,75.62696
138.4563,75.62696
140.2657,75.62696
142.0751,75.62696
143.8846,75.62696
-116.7929,75.1778
-115.0371,75.1778
-113.2814,75.1778
-111.5256,75.1778
-109.7698,75.1778
-108.0141,75.1778
-106.2583,75.1778
-104.5026,75.1778
-99.2353,75.1778
-95.7238,75.1778
-93.9681,75.1778
-92.2123,75.1778
-90.4566,75.1778
-88.7008,75.1778
-86.945,75.1778
-85.1893,75.1778
-83.4335,75.1778
-81.6778,75.1778
-79.922,75.1778
-57.0972,75.1778
-55.3415,75.1778
-53.5857,75.1778
-51.83,75.1778
-50.0742,75.1778
-48.3185,75.1778
-46.5627,75.1778
-44.8069,75.1778
-43.0512,75.1778
-41.2954,75.1778
-39.5397,75.1778
-37.7839,75.1778
-36.0282,75.1778
-34.2724,75.1778
-32.5167,75.1778
-30.7609,75.1778
-29.0052,75.1778
-27.2494,75.1778
-25.4937,75.1778
-23.7379,75.1778
-21.9821,75.1778
57.0268,75.1778
58.7825,75.1778
60.5383,75.1778
88.6303,75.1778
90.3861,75.1778
92.1419,75.1778
93.8976,75.1778
95.6534,75.1778
97.4091,75.1778
99.1649,75.1778
100.9206,75.1778
102.6764,75.1778
104.4321,75.1778
106.1879,75.1778
107.9436,75.1778
109.6994,75.1778
111.4551,75.1778
113.2109,75.1778
137.7915,75.1778
139.5472,75.1778
141.303,75.1778
143.0587,75.1778
146.5702,75.1778
148.326,75.1778
150.0817,75.1778
-113.4937,74.72865
-111.7884,74.72865
-94.7355,74.72865
-91.325,74.72865
-89.6197,74.72865
-87.9144,74.72865
-86.2091,74.72865
-84.5038,74.72865
-82.7985,74.72865
-81.0932,74.72865
-55.5139,74.72865
-53.8086,74.72865
-52.1033,74.72865
-50.398,74.72865
-48.6927,74.72865
-46.9874,74.72865
-45.2821,74.72865
-43.5769,74.72865
-41.8716,74.72865
-40.1663,74.72865
-38.461,74.72865
-36.7557,74.72865
-35.0504,74.72865
-33.3451,74.72865
-31.6398,74.72865
-29.9345,74.72865
-28.2292,74.72865
-26.524,74.72865
-24.8187,74.72865
-23.1134,74.72865
-21.4081,74.72865
57.0352,74.72865
58.7405,74.72865
86.0251,74.72865
87.7304,74.72865
89.4357,74.72865
91.141,74.72865
92.8463,74.72865
94.5516,74.72865
96.2569,74.72865
97.9622,74.72865
99.6674,74.72865
101.3727,74.72865
103.078,74.72865
104.7833,74.72865
106.4886,74.72865
108.1939,74.72865
109.8992,74.72865
111.6045,74.72865
138.8891,74.72865
149.1208,74.72865
-123.6367,74.27949
-121.979,74.27949
-120.3212,74.27949
-55.6692,74.27949
-54.0115,74.27949
-52.3537,74.27949
-50.696,74.27949
-49.0382,74.27949
-47.3805,74.27949
-45.7228,74.27949
-44.065,74.27949
-42.4073,74.27949
-40.7495,74.27949
-39.0918,74.27949
-37.434,74.27949
-35.7763,74.27949
-34.1186,74.27949
-32.4608,74.27949
-30.8031,74.27949
-29.1453,74.27949
-27.4876,74.27949
-25.8298,74.27949
-24.1721,74.27949
-22.5144,74.27949
-20.8566,74.27949
55.3996,74.27949
57.0573,74.27949
58.7151,74.27949
86.8967,74.27949
88.5545,74.27949
90.2122,74.27949
91.87,74.27949
93.5277,74.27949
95.1855,74.27949
96.8432,74.27949
98.5009,74.27949
100.1587,74.27949
101.8164,74.27949
103.4742,74.27949
105.1319,74.27949
106.7897,74.27949
108.4474,74.27949
-123.5494,73.83033
-121.9365,73.83033
-120.3237,73.83033
-118.7108,73.83033
-117.0979,73.83033
-100.9692,73.83033
-99.3563,73.83033
-97.7434,73.83033
-94.5177,73.83033
-92.9048,73.83033
-91.2919,73.83033
-86.4533,73.83033
-55.8087,73.83033
-54.1958,73.83033
-52.583,73.83033
-50.9701,73.83033
-49.3572,73.83033
-47.7443,73.83033
-46.1315,73.83033
-44.5186,73.83033
-42.9057,73.83033
-41.2929,73.83033
-39.68,73.83033
-38.0671,73.83033
-36.4542,73.83033
-34.8414,73.83033
-33.2285,73.83033
-31.6156,73.83033
-30.0027,73.83033
-28.3899,73.83033
-26.777,73.83033
-25.1641,73.83033
-23.5512,73.83033
-21.9384,73.83033
-20.3255,73.83033
55.4796,73.83033
57.0925,73.83033
86.1242,73.83033
87.7371,73.83033
89.3499,73.83033
90.9628,73.83033
92.5757,73.83033
94.1885,73.83033
95.8014,73.83033
97.4143,73.83033
99.0272,73.83033
100.64,73.83033
102.2529,73.83033
103.8658,73.83033
105.4787,73.83033
107.0915,73.83033
110.3173,73.83033
140.9619,73.83033
142.5748,73.83033
-123.4633,73.38118
-121.8929,73.38118
-120.3224,73.38118
-118.7519,73.38118
-117.1815,73.38118
-115.611,73.38118
-106.1882,73.38118
-104.6178,73.38118
-99.9064,73.38118
-98.3359,73.38118
-95.195,73.38118
-93.6245,73.38118
-92.0541,73.38118
-87.3427,73.38118
-84.2018,73.38118
-82.6313,73.38118
-79.4904,73.38118
-77.9199,73.38118
-54.363,73.38118
-52.7925,73.38118
-51.222,73.38118
-49.6516,73.38118
-48.0811,73.38118
-46.5107,73.38118
-44.9402,73.38118
-43.3697,73.38118
-41.7993,73.38118
-40.2288,73.38118
-38.6583,73.38118
-37.0879,73.38118
-35.5174,73.38118
-33.947,73.38118
-32.3765,73.38118
-30.806,73.38118
-29.2356,73.38118
-27.6651,73.38118
-26.0946,73.38118
-22.9537,73.38118
55.5694,73.38118
57.1399,73.38118
80.6968,73.38118
82.2673,73.38118
83.8378,73.38118
85.4082,73.38118
86.9787,73.38118
88.5492,73.38118
90.1196,73.38118
91.6901,73.38118
93.2605,73.38118
94.831,73.38118
96.4015,73.38118
97.9719,73.38118
99.5424,73.38118
101.1129,73.38118
102.6833,73.38118
104.2538,73.38118
105.8242,73.38118
110.5356,73.38118
112.1061,73.38118
113.6766,73.38118
115.247,73.38118
116.8175,73.38118
118.3879,73.38118
124.6698,73.38118
126.2403,73.38118
127.8107,73.38118
140.3744,73.38118
141.9449,73.38118
143.5154,73.38118
-123.3783,72.93202
-121.848,72.93202
-120.3176,72.93202
-118.7873,72.93202
-117.257,72.93202
-115.7267,72.93202
-114.1964,72.93202
-112.6661,72.93202
-109.6054,72.93202
-108.0751,72.93202
-106.5448,72.93202
-101.9538,72.93202
-100.4235,72.93202
-98.8932,72.93202
-97.3629,72.93202
-94.3023,72.93202
-92.7719,72.93202
-88.181,72.93202
-86.6507,72.93202
-85.1204,72.93202
-83.59,72.93202
-82.0597,72.93202
-78.9991,72.93202
-77.4688,72.93202
-56.0443,72.93202
-54.514,72.93202
-52.9837,72.93202
-51.4534,72.93202
-49.9231,72.93202
-48.3928,72.93202
-46.8624,72.93202
-45.3321,72.93202
-43.8018,72.93202
-42.2715,72.93202
-40.7412,72.93202
